"","codigo_emenda","numero_emenda","data_apresentacao","colegiado_apresentacao","descricao_turno","descricao_tipo_emenda","codigo_parlamentar","nome_parlamentar.x","nome_completo_parlamentar","sexo_parlamentar","forma_tratamento","url_foto_parlamentar","url_pagina_parlamentar","email_parlamentar","sigla_partido_parlamentar.x","uf_parlamentar","nome_parlamentar.y","sigla_partido_parlamentar.y","sigla_partido_parlamentar"
"1499","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5895","Jorge Kajuru","Jorge Kajuru Reis da Costa Nasser","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895","sen.jorgekajuru@senado.leg.br","PATRIOTA","GO","Jorge Kajuru","CIDADANIA","PATRIOTA"
"1500","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","3361","José Maranhão","José Targino Maranhão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361","sen.josemaranhao@senado.leg.br","MDB","PB","José Maranhão","MDB","MDB"
"1501","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5929","Juíza Selma","Selma Rosane Santos Arruda","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5929","sen.selmaarruda@senado.leg.br","PSL","MT","Juíza Selma","PODEMOS","PSL"
"1502","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5979","Leila Barros","Leila Gomes de Barros Rêgo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979","sen.leilabarros@senado.leg.br","PSB","DF","Leila Barros","PSB","PSB"
"1503","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5557","Mailza Gomes","Mailza Assis da Silva","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5557","sen.mailzagomes@senado.leg.br","PP","AC","Mailza Gomes","PP","PP"
"1504","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5666","Major Olimpio","Sergio Olimpio Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5666","sen.majorolimpio@senado.leg.br","PSL","SP","Major Olimpio","PSL","PSL"
"1505","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5942","Marcos do Val","Marcos Ribeiro do Val","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942","sen.marcosdoval@senado.leg.br","PODEMOS","ES","Marcos do Val","PODEMOS","PODEMOS"
"1506","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5924","Oriovisto Guimarães","Oriovisto Guimaraes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924","sen.oriovistoguimaraes@senado.leg.br","PODEMOS","PR","Oriovisto Guimarães","PODEMOS","PODEMOS"
"1507","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5523","Otto Alencar","Otto Roberto Mendonça de Alencar","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523","sen.ottoalencar@senado.leg.br","PSD","BA","Otto Alencar","PSD","PSD"
"1508","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","825","Paulo Paim","Paulo Renato Paim","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/825","sen.paulopaim@senado.leg.br","PT","RS","Paulo Paim","PT","PT"
"1509","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","374","Paulo Rocha","Paulo Roberto Galvão da Rocha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/374","sen.paulorocha@senado.leg.br","PT","PA","Paulo Rocha","PT","PT"
"1510","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5502","Plínio Valério","Francisco Plínio Valério Tomaz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502","sen.pliniovalerio@senado.leg.br","PSDB","AM","Plínio Valério","PSDB","PSDB"
"1511","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5012","Randolfe Rodrigues","Randolph Frederich Rodrigues Alves","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012","sen.randolferodrigues@senado.leg.br","REDE","AP","Randolfe Rodrigues","REDE","REDE"
"1512","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5236","Reguffe","José Antônio Machado Reguffe","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236","reguffe@senador.leg.br","S/Partido","DF","Reguffe","PODEMOS","S/Partido"
"1513","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5732","Rodrigo Pacheco","Rodrigo Otavio Soares Pacheco","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732","sen.rodrigopacheco@senado.leg.br","DEM","MG","Rodrigo Pacheco","DEM","DEM"
"1514","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","4560","Sérgio Petecão","Sérgio de Oliveira Cunha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560","sergio.petecao@senador.leg.br","PSD","AC","Sérgio Petecão","PSD","PSD"
"1515","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5959","Styvenson Valentim","Eann Styvenson Valentim Mendes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959","sen.styvensonvalentim@senado.leg.br","PODEMOS","RN","Styvenson Valentim","PODEMOS","PODEMOS"
"1516","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5899","Vanderlan Cardoso","Vanderlan Vieira Cardoso","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899","sen.vanderlancardoso@senado.leg.br","PP","GO","Vanderlan Cardoso","PP","PP"
"1517","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5411","Weverton","Weverton Rocha Marques de Sousa","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411","sen.wevertonrocha@senado.leg.br","PDT","MA","Weverton","PDT","PDT"
"1518","8007448","00533","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5783","Zenaide Maia","Zenaide Maia Calado Pereira dos Santos","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783","sen.zenaidemaia@senado.leg.br","PROS","RN","Zenaide Maia","PROS","PROS"
"1519","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5322","Romário","Romario de Souza Faria","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322","sen.romario@senado.leg.br","PODEMOS","RJ","Romário","PODEMOS","PODEMOS"
"1520","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","4981","Acir Gurgacz","Acir Marcos Gurgacz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4981","sen.acirgurgacz@senado.leg.br","PDT","RO","Acir Gurgacz","PDT","PDT"
"1521","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5982","Alessandro Vieira","Alessandro Vieira","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5982.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5982","sen.alessandrovieira@senado.leg.br","CIDADANIA","SE","Alessandro Vieira","CIDADANIA","CIDADANIA"
"1522","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5973","Cid Gomes","Cid Ferreira Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973","sen.cidgomes@senado.leg.br","PDT","CE","Cid Gomes","PDT","PDT"
"1523","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5537","Dário Berger","Dário Elias Berger","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537","sen.darioberger@senado.leg.br","MDB","SC","Dário Berger","MDB","MDB"
"1524","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5718","Eliziane Gama","Eliziane Pereira Gama Melo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718","sen.elizianegama@senado.leg.br","CIDADANIA","MA","Eliziane Gama","CIDADANIA","CIDADANIA"
"1525","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5531","Elmano Férrer","Elmano Férrer de Almeida","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531","sen.elmanoferrer@senado.leg.br","PODEMOS","PI","Elmano Férrer","PODEMOS","PODEMOS"
"1526","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5953","Fabiano Contarato","Fabiano Contarato","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953","sen.fabianocontarato@senado.leg.br","REDE","ES","Fabiano Contarato","REDE","REDE"
"1527","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5008","Humberto Costa","Humberto Sérgio Costa Lima","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008","sen.humbertocosta@senado.leg.br","PT","PE","Humberto Costa","PT","PT"
"1528","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","581","Jaques Wagner","Jaques Wagner","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/581","sen.jaqueswagner@senado.leg.br","PT","BA","Jaques Wagner","PT","PT"
"1529","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","4531","Jayme Campos","Jayme Veríssimo de Campos","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531","Sen.JaymeCampos@senado.leg.br","DEM","MT","Jayme Campos","DEM","DEM"
"1530","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5895","Jorge Kajuru","Jorge Kajuru Reis da Costa Nasser","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895","sen.jorgekajuru@senado.leg.br","PATRIOTA","GO","Jorge Kajuru","CIDADANIA","PATRIOTA"
"1531","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","3361","José Maranhão","José Targino Maranhão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361","sen.josemaranhao@senado.leg.br","MDB","PB","José Maranhão","MDB","MDB"
"1532","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5929","Juíza Selma","Selma Rosane Santos Arruda","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5929","sen.selmaarruda@senado.leg.br","PSL","MT","Juíza Selma","PODEMOS","PSL"
"1533","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5979","Leila Barros","Leila Gomes de Barros Rêgo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979","sen.leilabarros@senado.leg.br","PSB","DF","Leila Barros","PSB","PSB"
"1534","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","1186","Luis Carlos Heinze","Luis Carlos Heinze","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186","sen.luiscarlosheinze@senado.leg.br","PP","RS","Luis Carlos Heinze","PP","PP"
"1535","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5557","Mailza Gomes","Mailza Assis da Silva","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5557","sen.mailzagomes@senado.leg.br","PP","AC","Mailza Gomes","PP","PP"
"1536","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5666","Major Olimpio","Sergio Olimpio Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5666","sen.majorolimpio@senado.leg.br","PSL","SP","Major Olimpio","PSL","PSL"
"1537","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","742","Marcelo Castro","Marcelo Costa e Castro","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/742","sen.marcelocastro@senado.leg.br","MDB","PI","Marcelo Castro","MDB","MDB"
"1538","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5942","Marcos do Val","Marcos Ribeiro do Val","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942","sen.marcosdoval@senado.leg.br","PODEMOS","ES","Marcos do Val","PODEMOS","PODEMOS"
"1539","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5924","Oriovisto Guimarães","Oriovisto Guimaraes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924","sen.oriovistoguimaraes@senado.leg.br","PODEMOS","PR","Oriovisto Guimarães","PODEMOS","PODEMOS"
"1540","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5523","Otto Alencar","Otto Roberto Mendonça de Alencar","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523","sen.ottoalencar@senado.leg.br","PSD","BA","Otto Alencar","PSD","PSD"
"1541","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","825","Paulo Paim","Paulo Renato Paim","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/825","sen.paulopaim@senado.leg.br","PT","RS","Paulo Paim","PT","PT"
"1542","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","374","Paulo Rocha","Paulo Roberto Galvão da Rocha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/374","sen.paulorocha@senado.leg.br","PT","PA","Paulo Rocha","PT","PT"
"1543","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5502","Plínio Valério","Francisco Plínio Valério Tomaz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502","sen.pliniovalerio@senado.leg.br","PSDB","AM","Plínio Valério","PSDB","PSDB"
"1544","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5012","Randolfe Rodrigues","Randolph Frederich Rodrigues Alves","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012","sen.randolferodrigues@senado.leg.br","REDE","AP","Randolfe Rodrigues","REDE","REDE"
"1545","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5236","Reguffe","José Antônio Machado Reguffe","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236","reguffe@senador.leg.br","S/Partido","DF","Reguffe","PODEMOS","S/Partido"
"1546","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5732","Rodrigo Pacheco","Rodrigo Otavio Soares Pacheco","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732","sen.rodrigopacheco@senado.leg.br","DEM","MG","Rodrigo Pacheco","DEM","DEM"
"1547","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","4560","Sérgio Petecão","Sérgio de Oliveira Cunha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560","sergio.petecao@senador.leg.br","PSD","AC","Sérgio Petecão","PSD","PSD"
"1548","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5899","Vanderlan Cardoso","Vanderlan Vieira Cardoso","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899","sen.vanderlancardoso@senado.leg.br","PP","GO","Vanderlan Cardoso","PP","PP"
"1549","8007451","00534","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5411","Weverton","Weverton Rocha Marques de Sousa","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411","sen.wevertonrocha@senado.leg.br","PDT","MA","Weverton","PDT","PDT"
"1550","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5322","Romário","Romario de Souza Faria","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322","sen.romario@senado.leg.br","PODEMOS","RJ","Romário","PODEMOS","PODEMOS"
"1551","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","4981","Acir Gurgacz","Acir Marcos Gurgacz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4981","sen.acirgurgacz@senado.leg.br","PDT","RO","Acir Gurgacz","PDT","PDT"
"1552","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","945","Alvaro Dias","Alvaro Fernandes Dias","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/945","sen.alvarodias@senado.leg.br","PODEMOS","PR","Alvaro Dias","PODEMOS","PODEMOS"
"1553","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5973","Cid Gomes","Cid Ferreira Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973","sen.cidgomes@senado.leg.br","PDT","CE","Cid Gomes","PDT","PDT"
"1554","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5998","Daniella Ribeiro","Daniella Velloso Borges Ribeiro","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998","sen.daniellaribeiro@senado.leg.br","PP","PB","Daniella Ribeiro","PP","PP"
"1555","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5537","Dário Berger","Dário Elias Berger","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537","sen.darioberger@senado.leg.br","MDB","SC","Dário Berger","MDB","MDB"
"1556","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5976","Eduardo Girão","Luis Eduardo Grangeiro Girão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976","sen.eduardogirao@senado.leg.br","PODEMOS","CE","Eduardo Girão","PODEMOS","PODEMOS"
"1557","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","3777","Eduardo Gomes","Carlos Eduardo Torres Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777","sen.eduardogomes@senado.leg.br","MDB","TO","Eduardo Gomes","MDB","MDB"
"1558","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5718","Eliziane Gama","Eliziane Pereira Gama Melo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718","sen.elizianegama@senado.leg.br","CIDADANIA","MA","Eliziane Gama","CIDADANIA","CIDADANIA"
"1559","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5531","Elmano Férrer","Elmano Férrer de Almeida","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531","sen.elmanoferrer@senado.leg.br","PODEMOS","PI","Elmano Férrer","PODEMOS","PODEMOS"
"1560","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","345","Flávio Arns","Flávio José Arns","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/345","sen.flavioarns@senado.leg.br","REDE","PR","Flávio Arns","REDE","REDE"
"1561","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5894","Flávio Bolsonaro","Flávio Nantes Bolsonaro","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894","sen.flaviobolsonaro@senado.leg.br","PSL","RJ","Flávio Bolsonaro","PSL","PSL"
"1562","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5008","Humberto Costa","Humberto Sérgio Costa Lima","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008","sen.humbertocosta@senado.leg.br","PT","PE","Humberto Costa","PT","PT"
"1563","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5627","Jean Paul Prates","Jean Paul Terra Prates","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5627","sen.jeanpaulprates@senado.leg.br","PT","RN","Jean Paul Prates","PT","PT"
"1564","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5895","Jorge Kajuru","Jorge Kajuru Reis da Costa Nasser","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895","sen.jorgekajuru@senado.leg.br","PATRIOTA","GO","Jorge Kajuru","CIDADANIA","PATRIOTA"
"1565","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","3361","José Maranhão","José Targino Maranhão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361","sen.josemaranhao@senado.leg.br","MDB","PB","José Maranhão","MDB","MDB"
"1566","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5929","Juíza Selma","Selma Rosane Santos Arruda","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5929","sen.selmaarruda@senado.leg.br","PSL","MT","Juíza Selma","PODEMOS","PSL"
"1567","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","1249","Kátia Abreu","Kátia Regina de Abreu","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249","sen.katiaabreu@senado.leg.br","PDT","TO","Kátia Abreu","PDT","PDT"
"1568","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5533","Lasier Martins","Lasier Costa Martins","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5533","sen.lasiermartins@senado.leg.br","PODEMOS","RS","Lasier Martins","PODEMOS","PODEMOS"
"1569","8007454","00535","2019-09-12","PLEN","PRIMEIRO","EMENDA_PARCIAL","5979","Leila Barros","Leila Gomes de Barros Rêgo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979","sen.leilabarros@senado.leg.br","PSB","DF","Leila Barros","PSB","PSB"
